Review,Rating,Review_clean,sentiment
A lovely piece to be worn and cherished,5,lovely piece wear cherish,0.7506
Check out the button threads!,1,check button thread,0.0
Not for the petite,3,petite,0.0
"Odd fit, but nice design",2,odd fit nice design,0.4588
Very nice looking sweater,5,nice look sweater,0.4215
I wish,2,wish,0.4019
Decent value for the money.,4,decent value money,0.34
"Shirt is great, pants are terrible",1,shirt great pant terrible,0.25
Very comfortable and lightweight,5,comfortable lightweight,0.5106
Very warm; size down.,5,warm size,0.2263
Fyi photo of black shirt is misleading,2,fyi photo black shirt mislead,0.2023
Maeve...has failed on this,2,maevehas fail,-0.5423
"Love, but zipper broke 1st wear",4,love zipper break 1st wear,0.6369
White needs lining,3,white need line,0.0
Buyer Beware!,1,buyer beware,0.0
**Not silk or satin***,1,silk satin,0.0
Casual dress,4,casual dress,0.2023
Very cute & comfortable to wear!,5,cute   comfortable wear,0.743
El pantalón no me gusto !!,4,el pantalón gusto,0.0
Fit is off.,3,fit,0.3612
Short! Very short!,1,short short,0.0
Delighted!,5,delight,0.5994
I didn't realize this (used to) come in black...,4,not realize come black,0.0
"Was a bit smaller than expected, so returned and got larger size",5,bit small expect return get large size,0.0
Don’t Buy,1,not buy,0.0
Pants oversized,3,pant oversize,0.0
It's fine but not fancy,3,fine fancy,0.2023
Frankenstein experiment gone wrong,2,frankenstein experiment go wrong,-0.4767
Makes you look like a football player,1,make look like football player,0.3612
These are so comfortable.,5,comfortable,0.5106
More like leggings,3,like legging,0.3612
Pretty poncho,5,pretty poncho,0.4939
Perfect comfy now top!,5,perfect comfy,0.5719
Not for tall people,4,tall people,0.0
"Suck it in, buddy!",1,suck buddy,-0.4404
The print is interesting,3,print interesting,0.4019
Perfect for cooler weather,5,perfect cool weather,0.7184
Beautiful blouse but....,3,beautiful blouse,0.5994
Poor fit at shoulders,1,poor fit shoulder,-0.1531
Not loving the extra stretchy fabric,2,love extra stretchy fabric,0.6369
Just as seen in the photo,5,see photo,0.0
Do not like the front,2,like,0.3612
Color was more stone then white,2,color stone white,0.0
pj,4,pj,0.0
Great. simple yet different black dress.,4,great simple different black dress,0.6249
Strange fit...,3,strange fit,0.1779
"Odd fit, beautiful design but poor execution",1,odd fit beautiful design poor execution,0.25
Material is awful ... Picture is misleading...,1,material awful   picture mislead,-0.4588
awesome,5,awesome,0.6249
Looks good online,2,look good online,0.4404
Light weightband comfortable,5,light weightband comfortable,0.5106
This is not at all similar to what is pictured.,1,similar picture,0.0
"Hood on the back is huge, and too thick",3,hood huge thick,0.3182
Looked a bit like drapes,2,look bit like drape,0.3612
Color shown in picture is NOT what arrived. It was DARK charcoal colored,2,color show picture arrive dark charcoal color,0.0
Modern basic tee,4,modern basic tee,0.0
"Beautiful color, sizing is off",4,beautiful color sizing,0.5994
Great all around top,4,great,0.6249
"Beautiful, but soooo long!",3,beautiful soooo long,0.5994
Cute back hem feature,4,cute hem feature,0.4588
THESE ARE FAKE!,1,fake,-0.4767
Fabulous vest,5,fabulous vest,0.5267
Pretty and comfy,4,pretty comfy,0.4939
This is a lovely top when sized correctly.,4,lovely size correctly,0.5859
White tent,2,white tent,0.0
Unique but a little short,4,unique little short,0.0
"Didn't fit well for me, but well-made",3,not fit wellmade,-0.2755
Pass,1,pass,0.0
Rust not red,4,rust red,0.0
Bought for myself (woman),4,buy woman,0.0
Dress runs very small,1,dress run small,0.0
Way Too Large,1,way large,0.0
Flattering & versatile,5,flattering   versatile,0.3182
"Nice , good choice perfect",5,nice   good choice perfect,0.8555
Short people will love it.,3,short people love,0.6369
Runs large. I bought the large but returning for a medium.,5,run large buy large return medium,0.0
Way too large everywhere,2,way large,0.0
BF need more of these,5,bf need,0.0
Denim jeans..,4,denim jean,0.0
Nice Flowing Polo,5,nice flow polo,0.4215
Wait for sale...,4,wait sale,0.0
"Not sturdy, cheap material",2,sturdy cheap material,0.0
Classy shell.,5,classy shell,0.4404
Great Construction Work shirts,5,great construction work shirt,0.6249
Size is off,3,size,0.0
"Lots of Stretch, Bigger Than Usual Levi Size",4,lot stretch big usual levi size,0.0
not the greatest that’s for sure,2,great s sure,0.7506
Such a cute top,1,cute,0.4588
Appears cheap,1,appear cheap,0.0
Too loose at bottom,3,loose,-0.3182
I feel like a sausage,3,feel like sausage,0.3612
Love it but had hole in private area,3,love hole private area,0.6369
Wish this had worked out!,4,wish work,0.4019
Snag rag!,1,snag rag,0.0
Too skinny,2,skinny,0.0
Exactly what i wanted!,5,exactly want,0.0772
great pants,5,great pant,0.6249
Awful,1,awful,-0.4588
Wrinkles horribly,1,wrinkles horribly,-0.5267
Poor quality control - extremely cheaply made but extremely comfortable,1,poor quality control   extremely cheaply extremely comfortable,0.1918
"Cute, but used",3,cute,0.4588
Suit was not new!,1,suit new,0.0
Great dress but...,3,great dress,0.6249
Make sure you read the fine print before you purchase,2,sure read fine print purchase,0.4767
VERY SMALL FIT,3,small fit,0.3612
Not the same pants as in the picture advertised.,2,pant picture advertise,0.0
"Just fine for my needs, dress up or down.",4,fine need dress,0.2023
Short and not very stretchy.,3,short stretchy,0.0
Great bikini top,5,great bikini,0.6249
It's cute but the material is a bit scratchy,4,cute material bit scratchy,0.4588
Needed a petite for sure and probably to size down,4,need petite sure probably size,0.3182
"Wanted to love it, but...",2,want love,0.6705
Bad bad quality,2,bad bad quality,-0.7906
Material Cheap,1,material cheap,0.0
Stylish and strange,4,stylish strange,-0.2023
The color is towards a little bit yellow side. And it's a little bit loose.,4,color little bit yellow little bit loose,-0.2551
Lovely and light weight,4,lovely light weight,0.5859
Size down if you’re in between. But the quality is unimpressive.,2,size quality unimpressive,-0.34
Favorite PJs,5,favorite pjs,0.4588
Try before u buy,3,try u buy,0.0
Cute tee shirt,5,cute tee shirt,0.4588
most awesome shorts in the whole world,4,awesome short world,0.6249
Great for around the house but nothing else,4,great house,0.6249
"Colorful, comfy pants",4,colorful comfy pant,0.0
They are plastic,1,plastic,0.0
This is another ubiquitous swing top,3,ubiquitous swing,0.0
Care about your business,1,care business,0.4939
"Beautiful and soft, yet length is deceiving!",2,beautiful soft length deceive,0.296
Uncomfortable material,1,uncomfortable material,-0.3818
Great bouse,5,great bouse,0.6249
Visually Appealing,5,visually appeal,0.0
It’s comfortable and simple,4,comfortable simple,0.5106
The buttons are a project...,4,button project,0.0
Lovely. size up...maybe twice.,4,lovely size upmaybe twice,0.5859
color.,4,color,0.0
This blouse is a perfect fall print!,4,blouse perfect fall print,0.5719
"Magically lovely, but examine before you buy",4,magically lovely examine buy,0.5859
Wrong button choice,1,wrong button choice,-0.4767
So cute. too small.,4,cute small,0.4588
This dress is so cheaply made I am sending it back very disappointed,1,dress cheaply send disappointed,-0.4767
Different item sent.,2,different item send,0.0
Great cut,4,great cut,0.4588
Buttons falling off...,3,button fall,0.0
Cheap crinkly fabric,3,cheap crinkly fabric,0.0
El tallaje es un poco pequeño con respecto a lo esperado,4,el tallaje es un poco pequeño con respecto lo esperado,0.0
"Beautiful details, but not quite right",3,beautiful detail right,0.5994
"Love the color & style, but....",3,love color   style,0.6369
Sheer shirt,2,sheer shirt,0.0
Run very small.,2,run small,0.0
Size smaller than the ones I purchased 2 years ago,3,size small one purchase 2 year ago,0.0
Flower sack,2,flower sack,0.0
Typical left of center,4,typical left center,0.0
Disappointing blouse,1,disappointing blouse,-0.4939
Flattering but needed to get sides hemmed for modesty !,4,flattering need side hem modesty,0.3182
Cute and cozy but poor quality fabric,3,cute cozy poor quality fabric,-0.0258
Didn't fit like the department store polos.,2,not fit like department store polo,-0.4973
"Great, but size down.",4,great size,0.6249
Very short !,2,short,0.0
Ok suit,3,ok suit,0.296
Front black mesh at top pokes out at sides,3,black mesh poke side,0.0
Fit fine for bowling tournament until washed,3,fit fine bowl tournament wash,0.5106
Ample and soft,4,ample soft,0.0
Gorgeous but ridiculous,3,gorgeous ridiculous,0.3612
Odd neckline,1,odd neckline,-0.3182
Pretty big but overall good!,4,pretty big overall good,0.7269
Nice and roomy,4,nice roomy,0.4215
A perfect white top,5,perfect white,0.5719
Not for busty girls,4,busty girl,0.0
Looks like a designer tux,5,look like designer tux,0.3612
Muy buen suéter.,4,muy buen suéter,0.0
it was big.,3,big,0.0
Size of waistcoat and jacket too small,3,size waistcoat jacket small,0.0
I bought a large and it looks like x -large,4,buy large look like x large,0.3612
Disappointing for the price,1,disappoint price,-0.4019
Not as good as others,2,good,0.4404
"IF YOUR LOOKING FOR STRETCHY, DONT BUY",2,look stretchy not buy,0.0
run very small,3,run small,0.0
They are super cute,4,super cute,0.7845
Two big for a skinny 76-year-old.,3,big skinny 76yearold,0.0
Unique blouse; does not flatter full figures,4,unique blouse flatter figure,0.1027
Well worth it,5,worth,0.2263
Super sweet feminine top,5,super sweet feminine,0.7845
Cheap and super thin,1,cheap super thin,0.5994
Too boxy and heavy if you are petite and curvey,3,boxy heavy petite curvey,0.0
Built in saddlebags,1,build saddlebag,0.0
Versatile off the shoulder,5,versatile shoulder,0.0
Material is a NOOOOOOO!!!!!!,1,material nooooooo,0.0
Fit so cute,4,fit cute,0.6705
Not SLIM FIT at all!! Very baggy and huge!!,2,slim fit baggy huge,0.5859
Poodle skirt,3,poodle skirt,0.0
Love it but. . .,3,love  ,0.6369
They wrinkle too much,3,wrinkle,0.0
Basic t-shirt with something extra,4,basic tshirt extra,0.0
dont call it a jacket,1,not jacket,0.0
Most important was fit.,5,important fit,0.5106
Very very small,2,small,0.0
Mancha,3,mancha,0.0
Cute but boxy,4,cute boxy,0.4588
Beautiful fall sweater,4,beautiful fall sweater,0.5994
Pretty...,3,pretty,0.4939
Needed pjs so they worked.,3,need pjs work,0.0
So Cute!,5,cute,0.4588
Hem difficult to judge...,4,hem difficult judge,-0.3612
"Great, comfy & nice sweatshirt",4,great comfy   nice sweatshirt,0.7845
If You Want to Destroy My Sweater...,1,want destroy sweater,-0.4939
For the price...just ok,3,pricejust ok,0.296
Cute dress but poor design,2,cute dress poor design,-0.0258
Eklentson jacket,5,eklentson jacket,0.0
It shrinks like crazy when washed.,1,shrink like crazy wash,0.0258
Flimsy Excuse for a pair of jeans.,1,flimsy excuse pair jean,0.0772
Sizing is good,5,size good,0.4404
Comfortable and launders great,5,comfortable launder great,0.8126
Not all as pictured,1,picture,0.0
This top surprised me!,5,surprise,0.2732
Color not as described,3,color describe,0.0
Bare shouldered babe!,5,bare shoulder babe,0.0
"Great dress, but runs big",4,great dress run big,0.6249
Go a size or two up,2,size,0.0
What I expected but...,3,expect,0.0
A great basic but beware of stretching!,4,great basic beware stretch,0.6249
"Soft, stylish tunic",5,soft stylish tunic,0.0
I wish they would redo,2,wish redo,0.4019
calvin blazer,1,calvin blazer,0.0
"Ok, but not awesome",3,ok awesome,0.743
Love the turquoise graphic design,4,love turquoise graphic design,0.6369
Well made light weight sweater,4,light weight sweater,0.0
Perfect for any occasion! Dress it up or down!,5,perfect occasion dress,0.5719
Mala calidad de la tela,2,mala calidad de la tela,0.0
Not good for people who sweat,1,good people sweat,0.4404
Not 95% Cotton!,1,95 cotton,0.0
Slightly See-through - and a high waist,3,slightly seethrough   high waist,0.0
Very cheap and bad quality,1,cheap bad quality,-0.5423
Fun jeans!!,4,fun jean,0.5106
This is a trial and error dress,3,trial error dress,-0.4019
Didn't like,2,not like,-0.2755
Should be recalled because of faulty zippers,4,recall faulty zipper,-0.3182
Bad sizing,1,bad sizing,-0.5423
Not accurate size descriptions!,1,accurate size description,0.0
Pretty & stretchy but feels yucky,2,pretty   stretchy feel yucky,0.1027
Nice Look and Comfy!,4,nice look comfy,0.4215
Lightweight shorts,4,lightweight short,0.0
Fit off,3,fit,0.3612
I purchased his size but unfortunately they did not fit in the waist.,4,purchase size unfortunately fit waist,0.0258
Versitle,4,versitle,0.0
Fabric is stiff but fit is great,4,fabric stiff fit great,0.765
"Weird, unflattering cut",2,weird unflattering cut,-0.4215
Casual Wear only,3,casual wear,0.2023
The pleats in this jacket are unruly,3,pleat jacket unruly,0.0
POOR QUALITY!!,1,poor quality,-0.4767
Ordered too big of a size,4,order big size,0.0
You need to be tall,2,need tall,0.0
Beautiful but binding slip,2,beautiful bind slip,0.5994
Long pocket equals short leg,4,long pocket equal short leg,0.0
Peasant dress,5,peasant dress,0.0
Fits more like a straight leg,3,fit like straight leg,0.7096
Has holes after first wear!,1,hole wear,0.0
Like this windbreaker a lot but!!!,4,like windbreaker lot,0.3612
Lovely print...,5,lovely print,0.5859
"Cute style, flimsy fabric",3,cute style flimsy fabric,0.4588
So gross,1,gross,-0.4767
Size down! ...and be prepared to wear a belt.,4,size prepared wear belt,0.2263
GOOD LOOKING,5,good look,0.4404
Charming and stylish sweatshirt,5,charming stylish sweatshirt,0.5859
Not for the full-busted,2,fullbusted,0.0
"Great dress, poor stitching",2,great dress poor stitch,0.25
Great t!!!,5,great t,0.6249
Husband didn't like them,2,husband not like,-0.2755
My father loved them!,5,father love,0.6369
Cute vest but cheap material.,3,cute vest cheap material,0.4588
"Not high rise, very nice camel toe, and knee hole is at my thigh",2,high rise nice camel toe knee hole thigh,0.4215
Cheap material.,1,cheap material,0.0
Love fast drying,4,love fast dry,0.6369
The zipper was awkward for me,3,zipper awkward,-0.1531
Material is very thin.,3,material thin,0.0
Levi definitely hasn't adjusted sizing like other brands,3,levi definitely not adjust sizing like brand,0.1506
Son distintos a los originales,1,son distinto los originale,0.0
Embroidered perennial dress,4,embroider perennial dress,0.0
Striking!,5,strike,-0.128
Cute and sporty,2,cute sporty,0.4588
Read recent reviews first!!!,1,read recent review,0.0
Flaw in stitching on the left sleeve.,3,flaw stitch left sleeve,0.0
Material doesn’t hold up,1,material not hold,0.0
Too buggy,1,buggy,0.0
"Take car with it, but it's gorgeous",4,car gorgeous,0.6124
Wonky,1,wonky,0.0
Fabric is rough and scratchy,1,fabric rough scratchy,0.0
Petites beware,1,petite beware,0.0
"Beautiful blue color, great design, snags easily",4,beautiful blue color great design snag easily,0.886
Brown,2,brown,0.0
Pants/Jeans expert,5,pantsjean expert,0.0
Bought for my daughter. Looks great on her. Very satisfied 👍,5,buy daughter look great satisfied,0.7845
"Cute, but wide",4,cute wide,0.4588
Stunning! you won't believe it.,5,stunning will not believe,0.3818
Weird Fit - Returned,2,weird fit   return,0.2023
Don't put it in the dryer,3,not dryer,0.0
The jacket is very thin.,3,jacket thin,0.0
Needs some work,3,need work,0.0
the price and comfort of item,5,price comfort item,0.3612
These are my fav!,5,fav,0.4588
Cute but..,3,cute,0.4588
Loved the pattern,3,love pattern,0.6369
Wrong Amount of Items,2,wrong item,-0.4767
amazon essential tshirts,4,amazon essential tshirt,0.1779
These are cheaply made and sheer and small,1,cheaply sheer small,0.0
Ordered black and received blue,2,order black receive blue,0.0
Dad Jeans,4,dad jean,0.0
seam on the right leg not completly sewn up,2,seam right leg completly sew,0.0
They r comfy and cute,5,r comfy cute,0.4588
Chemical smell and fits way too small,1,chemical smell fit way small,0.3612
Much longer then photos,3,long photo,0.0
Color is Off,4,color,0.0
Comfortable and cute!,5,comfortable cute,0.743
Get a better button on back,5,well button,0.2732
Versitile!,5,versitile,0.0
"Jacket is good, pants are not.",3,jacket good pant,0.4404
Super cute but big,4,super cute big,0.7845
Little House,1,little house,0.0
Beautiful top. many compliments,5,beautiful compliment,0.7906
These are nock offs Pants,2,nock off pant,0.0
My favorite shirt this summer!,5,favorite shirt summer,0.4588
"Gorgeous dress, runs large",4,gorgeous dress run large,0.6124
This runs really small.,1,run small,0.0
Zipper broke after only a handful of washes.,3,zipper break handful wash,0.0
Mislabeled!,1,mislabele,0.0
Figure flattering,4,figure flattering,0.3182
Uncomfortable fit in crotch,2,uncomfortable fit crotch,-0.0258
Not even the dress that I ordered,1,dress order,0.0
Great for every day use but great for traveling,4,great day use great travel,0.8481
Fun but not perfect,4,fun perfect,0.7906
Does not breathe but looks good,3,breathe look good,0.4404
Cute and comfy casual dress.,4,cute comfy casual dress,0.5859
best jeans Ever,5,good jean,0.4404
Neck too wide,3,neck wide,0.0
"Gorgeous skirt, wow!!!!!",5,gorgeous skirt wow,0.8316
I expected a new dress but it says on the wrapper that this is its second life,3,expect new dress say wrapper second life,0.0
Pilling began after a little under 2 months,4,pille begin little 2 month,0.0
The item was a perfect fit.,5,item perfect fit,0.7351
Beautiful design but too big,3,beautiful design big,0.5994
I really wanted to like this top,4,want like,0.4215
Thin summer material,3,thin summer material,0.0
ok for the price,3,ok price,0.296
Solo doy 4 estrellas la razón porque el pantalón Seve se como usado ya,4,solo doy 4 estrella la razón porque el pantalón seve se como usado ya,0.0
Cropped and boxy,2,cropped boxy,0.0
Shabby cheap stitching,1,shabby cheap stitching,0.0
Sizing is WAY off,1,size way,0.0
Unflattering shape,2,unflattering shape,0.0
Colors are very pretty...,4,color pretty,0.4939
Very tight in the waist,3,tight waist,0.0
"Really nice, but a few improvements needed!",4,nice improvement need,0.7003
Beautiful fabric / odd fit,3,beautiful fabric   odd fit,0.6249
Cozy fairisle with visual interest,4,cozy fairisle visual interest,0.4588
Nice maternity tunic,3,nice maternity tunic,0.4215
Comfortable workout shorts,5,comfortable workout short,0.5106
Gorgeous white summer tank,5,gorgeous white summer tank,0.6124
This top runs both small and true to size,3,run small true size,0.4215
Stitching comes out of the sleeves,2,stitch come sleeve,0.0
"Awful, pills immediately.",1,awful pill immediately,-0.4588
Weird color and fit,2,weird color fit,0.2023
Not enough stretch,3,stretch,0.0
Bulky sleeves,3,bulky sleeve,0.0
Nice pant.,5,nice pant,0.4215
Love these tops!,5,love top,0.7184
Stitiching is going on the neckline,1,stitiching go neckline,0.0
"All-around quality, but big",4,allaround quality big,0.0
The material isn’t for my tipe of body fit to tie,5,material not tipe body fit tie,-0.2755
Not for a tall guy,3,tall guy,0.0
Poor quality fastener,1,poor quality fastener,-0.4767
It was exactly as I expected.,5,exactly expect,0.0
"Tiene buen material, es tipo goma el color es tal cual la foto.",5,tiene buen material es tipo goma el color es tal cual la foto,0.0
"It roll down whenever I wear it , it does stay up on my stomach",3,roll wear   stay stomach,0.0
Love the bottoms!,3,love bottom,0.6369
The fabric content is not as advertised.,2,fabric content advertise,0.0
Not that great quality,3,great quality,0.6249
Swam on me!,2,swam,0.0
Large with no shape,2,large shape,0.0
Lovely skirt with interesting design,4,lovely skirt interesting design,0.7579
I like it but not worth the price,4,like worth price,0.5267
Fleeced tula hoodie,2,fleece tula hoodie,0.0
"Soft, pretty, tts, but sack-like",3,soft pretty tts sacklike,0.4939
decent basic,3,decent basic,0.0
Very uncomfortable to wear.,1,uncomfortable wear,-0.3818
No good for larger busts,3,good large bust,0.4404
Ewwww!!!,1,ewwww,0.0
SHOULD HAVE RETURNED,2,return,0.0
Poor,2,poor,-0.4767
Worst pants ever no back pockets 🗑,2,bad pant pocket,-0.5423
Cute but incorrectly sized,3,cute incorrectly size,0.4588
Really comfy but sorta thin material,5,comfy sorta thin material,0.0
Cozy for lounging,4,cozy lounge,0.0
Garbage - Don’t Waste Your Money,1,garbage   not waste money,0.3252
On my wish list,4,wish list,0.4019
"Well made, but doesn't always like to stay put",4,not like stay,-0.2755
Says 2 pack but only 1 showed up,1,say 2 pack 1 show,0.0
"Good fabric quality, poorly shaped",3,good fabric quality poorly shape,0.4404
"Fits good, looks cute",4,fit good look cute,0.8126
"Unwearable, jeans have a strong odor from fabric",1,unwearable jean strong odor fabric,0.5106
Not what i had hoped for...,2,hope,0.4404
Perfect - at first :(,2,perfect  ,0.5719
"Great sweater for a 6'7"" guy",5,great sweater 67 guy,0.6249
"Basic shorts, cute pattern!",5,basic short cute pattern,0.4588
Not like the pic,1,like pic,0.3612
"Great undershirt, but....",4,great undershirt,0.6249
Great addition to my collection,5,great addition collection,0.6249
This top is just meh,2,meh,-0.0772
"Great buy, great shirts",5,great buy great shirt,0.8481
There's a reason the model is sitting down!,2,s reason model sit,0.0
This product runs too small.,3,product run small,0.0
Not as nice in person,3,nice person,0.4215
"Beautiful design, very sheer",3,beautiful design sheer,0.5994
Mustard,4,mustard,0.0
Verona fabric content incorrect in Amazon's description,1,verona fabric content incorrect amazon description,0.1779
Missing pants and vest.,2,miss pant vest,-0.1531
Conversationalist buttondown,3,conversationalist buttondown,0.0
My absolute favorite dress,5,absolute favorite dress,0.4588
Cute shirt but....,3,cute shirt,0.4588
White openwork wide-legs,3,white openwork wideleg,0.0
Didn’t like the material,2,not like material,-0.2755
Dangerous beads on back-will rip upholstery,3,dangerous bead backwill rip upholstery,-0.4767
"Gorgeous lace top, design fail",3,gorgeous lace design fail,0.128
Cute pattern but weird fit,2,cute pattern weird fit,0.5859
Ordered wrong size.,4,order wrong size,-0.4767
Runs very small and color not as expected,1,run small color expect,0.0
Poor fabrication,1,poor fabrication,-0.4767
"Wasn't for me, but was soft",4,not soft,0.0
Good Fit Nice Fabric,5,good fit nice fabric,0.802
Bof (blah),3,bof blah,-0.1027
cute and good fit,5,cute good fit,0.8126
They are not straight leg. They are loose fit.,2,straight leg loose fit,0.2732
Adequate but never really fit right on me,3,adequate fit right,0.5267
Soft and cute as can be!,5,soft cute,0.4588
Perfect!!,5,perfect,0.5719
Fades! falling apart.,2,fades fall apart,0.0
Fall luxury,4,fall luxury,0.0
"SHort, short sleeves",4,short short sleeve,0.0
Greta quality! Will be buying more,2,greta quality buy,0.0
"If only i was 5'10""",4,510,0.0
Quality material but the size chart was all wrong.,3,quality material size chart wrong,-0.4767
Super cute and super small,3,super cute super small,0.8957
Nice short fitted  jacket,4,nice short fit   jacket,0.6486
Very small leg openings!,4,small leg opening,0.0
Wanted to like it so bad,2,want like bad,-0.1779
I'd recommend!,4,d recommend,0.3612
Not flattering for my body type,2,flattering body type,0.3182
"Love the colors, not a fan of the side slit",3,love color fan slit,0.7579
Does the job,5,job,0.0
"Good Jeana, until they aren't.",2,good jeana not,0.4404
Glad i took a chance on these!,4,glad take chance,0.6124
"Looks nice, but don't fit.",2,look nice not fit,0.1754
must be seconds,1,second,0.0
These run small in the waist,3,run small waist,0.0
Buttons at top break too easily,2,button break easily,0.34
Beautiful detail!,5,beautiful detail,0.5994
Comfortable easy piece.,4,comfortable easy piece,0.7351
False sizing,1,false sizing,0.0
Shorter than it appears,3,short appear,0.0
Says that it’s straight fit but it’s actually slim,2,say straight fit actually slim,0.5267
I love these shorts but they could be made better.,4,love short well,0.743
"Weird, like scrubs.",2,weird like scrub,0.2023
Does not wash well. Wrinkled mess. I thought it would be nice material.,1,wash wrinkle mess think nice material,0.0772
"Cute, but a struggle.",3,cute struggle,0.1779
Soft and thick without the bulk,4,soft thick bulk,0.0
No thanks,1,thank,0.3612
Missing belt,1,miss belt,-0.1531
Discolored and smelly,1,discolor smelly,0.0
"Perfect, easy cold weather dress.",5,perfect easy cold weather dress,0.765
A mess,1,mess,-0.3612
"Great fit, great look.",5,great fit great look,0.8934
It fell apart,1,fall apart,0.0
Not a nice fabric,2,nice fabric,0.4215
They fit ok would appreciate some dimensions,3,fit ok appreciate dimension,0.7506
Need more!,5,need,0.0
extremely comfortable,5,extremely comfortable,0.5563
Because you can't have enough cream tops,5,not cream top,-0.1511
"Sadly, not for the curvy",3,sadly curvy,-0.4215
Enormous!!,1,enormous,0.0
"Casual, fashion forward, trendy",5,casual fashion forward trendy,0.2023
Cute until they ride up,3,cute ride,0.4588
Flannel meets funky,5,flannel meet funky,-0.1027
Never buy Levi’s again,1,buy levis,0.0
Sleeves are so tight!,3,sleeve tight,0.0
"Good jacket, very light weight",4,good jacket light weight,0.4404
"Yes, but!",4,yes,0.4019
Shirts very small,4,shirt small,0.0
It’s not glossy,4,glossy,0.0
Not As Pictured,3,picture,0.0
"Not REALLY ""Oversized"" but is awesome quality!",4,oversized awesome quality,0.6249
Elegant and chic,5,elegant chic,0.6369
Color ruins easily,1,color ruin easily,-0.34
Now i understand,3,understand,0.0
White bike shorts,3,white bike short,0.0
Not so sure about it,3,sure,0.3182
very cheap,1,cheap,0.0
I recommend dry cleaning!,2,recommend dry cleaning,0.3612
Lovely but way too small,3,lovely way small,0.5859
"Run very large in the waist, too short on the leg",2,run large waist short leg,0.0
Huge letdown,2,huge letdown,0.3182
Red pair faded,2,red pair fade,0.0
Slightly transparent,3,slightly transparent,0.0
Great comfortable shirt,4,great comfortable shirt,0.8126
I like it!,4,like,0.3612
Runs super small,4,run super small,0.5994
Does not look like the photo,1,look like photo,0.3612
Arrived soaking wet in a plastic bag,1,arrive soak wet plastic bag,0.0
"Good jacket, but a few issues",2,good jacket issue,0.4404
A bit disappointing,3,bit disappointing,-0.4939
Ruined after one wash.,1,ruin wash,-0.5859
4 out of 5 were good,3,4 5 good,0.4404
Who knew?,5,know,0.0
This one doesn't work with full hips,4,not work hip,0.0
So nice however...,4,nice,0.4215
Son bought it for Prom....loved it,5,son buy promlove,0.0
Recommend with a but,3,recommend,0.3612
My go-to tshirt!,5,goto tshirt,0.0
"Rich, beautiful colors, very low neckline",4,rich beautiful color low neckline,0.7506
You cannot wash,2,wash,0.0
Vanity sizing,3,vanity sizing,-0.2263
Good jacket for the price.,4,good jacket price,0.4404
"Though not labeled as such, this is petite sizing.",2,label petite sizing,0.0
Pass if you're busty,3,pass busty,0.0
This skirt is sooo comfortable!,4,skirt sooo comfortable,0.5106
"Well made, long and flowing",5,long flow,0.0
No estoy conforme con este pedido,1,estoy conforme con este pedido,0.0
matched my pants better have matched the colors in my boho pants.,3,match pant well match color boho pant,0.2732
Size chart is wrong,1,size chart wrong,-0.4767
Zipper quality on coat is AWFUL!!!,2,zipper quality coat awful,-0.4588
A Bit Disappointing,3,bit disappointing,-0.4939
White is off white. Size up for a loose fit.,3,white white size loose fit,0.0516
Either there a little small or my life is headed in the wrong direction,4,little small life head wrong direction,-0.4767
Regular fits short,4,regular fit short,0.3612
Recommend if you find your size,4,recommend find size,0.3612
Trendy simplicity,5,trendy simplicity,0.0
Bad sizing.,1,bad sizing,-0.5423
Weird sizing and never received refund,1,weird sizing receive refund,-0.1779
Do not waste your time or money.,1,waste time money,-0.4215
Good quality good price,4,good quality good price,0.7003
Advertised as having pockets,2,advertise have pocket,0.0
Can not sleep in this.,1,sleep,0.0
Scratchy gauze,3,scratchy gauze,0.0
Great royal blue color,4,great royal blue color,0.6249
Nice quality but boxy fit,2,nice quality boxy fit,0.6486
Wide cut,2,wide cut,-0.2732
Very bad product,1,bad product,-0.5423
A pretty dress but a bit large.,3,pretty dress bit large,0.4939
HORRIBLE,1,horrible,-0.5423
These are great looking jeans!  A bit too big in the waist and smaller through the thigh,4,great look jean   bit big waist small thigh,0.6249
Pj's run very big. 3x fit like a 5x,3,pjs run big 3x fit like 5x,0.6124
"Poorly made, static, and too tight.",1,poorly static tight,0.0
Super soft pj’s for a comfy sleep.,5,super soft pjs comfy sleep,0.5994
Great item but stinks like B.O.,2,great item stink like bo,0.5994
"Great shape, poor condition",2,great shape poor condition,0.25
Every year Must Have,5,year,0.0
One flaw,4,flaw,0.0
Sent it back,2,send,0.0
Potato sack,1,potato sack,0.0
Doesn’t Fit At All,1,not fit,-0.2755
My dad loves these pj’s,5,dad love pjs,0.6369
"Cute, but weird fit",3,cute weird fit,0.5859
"It is not white color, it looks beige indoors",1,white color look beige indoor,0.0
Spring and summer gotta have it,5,spring summer get to,0.0
Poor quality - seams split,1,poor quality   seam split,-0.4767
Not quality fabric,1,quality fabric,0.0
Not for the very petite,2,petite,0.0
Great layering piece,5,great layering piece,0.6249
The shirt has a right feel but the neck area is too wide!!!,1,shirt right feel neck area wide,0.0
Fits like maternity,2,fit like maternity,0.6124
Way too baggy,1,way baggy,0.0
Not meant for girls with chests,2,mean girl chest,0.0
Grandmother of the bride,5,grandmother bride,0.0
Adorable but runs small,4,adorable run small,0.4939
Best ever!!,5,well,0.2732
Dirty and used :(,4,dirty,-0.4404
Color not true to picture,3,color true picture,0.4215
